,name,lii,bii,vmag,ra_deg,dec_deg,cluster_id
1206,HIP 13288 ,206.79658626,-62.09214126,4.76,42.75977464,-21.0039789,34
1207,HIP 2472  ,311.74959397,-67.98044233,4.76,7.85356695,-48.80356171,40
1208,HIP 65639 ,315.44600588,46.02116075,4.76,201.86349201,-15.97363075,52
1209,HIP 67665 ,66.10014815,75.14015753,4.76,207.94787312,34.44431774,12
1210,HIP 60485 ,133.05058169,65.02408148,4.76,186.00617625,51.56222925,3
1211,HIP 106801,102.2712997,7.24691032,4.76,324.48011167,62.08194667,56
1212,HIP 47522 ,256.28527722,21.59966135,4.76,145.32094152,-23.59152139,72
1213,HIP 55266 ,177.34344133,67.73786213,4.76,169.78309755,38.18572227,84
1214,HIP 29997 ,145.15909656,22.46125977,4.76,94.71158258,69.3200343,48
1215,HIP 14382 ,140.58721254,-1.49770253,4.77,46.38510717,56.7055481,62
1216,HIP 86201 ,99.0849831,31.86829992,4.77,264.23787472,68.75718933,25
1217,HIP 62985 ,304.1352469,53.32599145,4.77,193.58822553,-9.53894647,36
1218,HIP 90905 ,86.19708336,24.98735255,4.77,278.14384287,57.04561627,25
1219,HIP 56127 ,266.77875023,54.07393428,4.77,172.57867422,-3.00345887,17
1220,HIP 112519,119.1571006,21.20975088,4.77,341.87061429,83.15371558,56
1221,HIP 101027,26.79630542,-29.27021368,4.77,307.21509857,-17.81366828,4
1222,HIP 100310,31.17002875,-25.47813301,4.77,305.16586145,-12.75904403,31
1223,HIP 98761 ,2.7642889,-29.84136263,4.77,300.88921406,-37.94049103,4
1224,HIP 26563 ,211.16468429,-19.39756543,4.77,84.72121589,-7.21270844,0
1225,HIP 3455  ,116.68911693,-73.39310909,4.77,11.04752272,-10.60927365,78
1226,HIP 88404 ,20.06076116,6.86981471,4.77,270.77046145,-8.18025785,33
1227,HIP 100044,75.8268114,1.31944673,4.77,304.44668519,38.0329471,28
1228,HIP 45751 ,243.10034629,25.49045815,4.77,139.94332821,-11.97488214,72
1229,HIP 32533 ,205.30745846,2.74910618,4.77,101.83268467,8.03728277,74
1230,HIP 26199 ,209.56339273,-19.71113864,4.78,83.76117163,-6.00202867,0
1231,HIP 50564 ,217.12176792,54.47709397,4.78,154.93462599,19.47143591,9
1232,HIP 4147  ,123.82769678,-64.01323818,4.78,13.25204382,-1.1442206,78
1233,HIP 23231 ,211.94049588,-30.34463835,4.78,74.98213784,-12.5372045,85
1234,HIP 122   ,306.53143861,-39.71257998,4.78,0.39937928,-77.06529438,69
1235,HIP 17587 ,141.10336233,6.81306531,4.78,56.50971937,63.34506772,62
1236,HIP 92024 ,330.56691667,-23.76266412,4.78,281.36190079,-64.87089771,71
1237,HIP 64852 ,320.14272801,67.46305355,4.78,199.40119538,5.46984502,36
1238,HIP 70104 ,319.00890212,14.87993819,4.78,215.17729569,-45.1868814,2
1239,HIP 85755 ,2.520406,5.33845182,4.78,262.85396193,-23.96258036,63
1240,HIP 21029 ,180.38285834,-21.45260678,4.78,67.63987124,16.19407556,67
1241,HIP 40274 ,253.5766266,-0.84447518,4.78,123.37301019,-35.89954225,6
1242,HIP 39847 ,167.19197661,32.6542604,4.78,122.11459795,51.50667575,77
1243,HIP 87294 ,350.89349562,-6.53661427,4.78,267.5462917,-40.09042823,16
1244,HIP 60351 ,222.50408113,83.40142851,4.78,185.62632982,25.84618178,30
1245,HIP 110371,87.02907884,-23.88318823,4.78,335.33053166,28.33051592,76
1246,HIP 9977  ,139.31235296,-22.54953119,4.78,32.12144102,37.85918337,60
1247,HIP 47758 ,259.89117893,19.05840921,4.78,146.05054261,-27.76956287,72
1248,HIP 70306 ,326.60069943,30.87100767,4.78,215.77461567,-27.75373395,13
1249,HIP 110882,69.9751203,-42.9389098,4.78,336.96448769,4.6964107,59
1250,HIP 109400,111.27784766,13.23378695,4.79,332.45152906,72.34119936,56
1251,HIP 41039 ,264.97757725,-6.49696655,4.79,125.63207774,-48.49039742,6
1252,HIP 87220 ,358.02895098,-2.08835948,4.79,267.2936388,-31.70318435,63
1253,HIP 88149 ,30.99479851,13.37012774,4.79,270.06582324,4.36864674,33
1254,HIP 9153  ,142.04144802,-36.79599368,4.79,29.48239763,23.5960961,60
1255,HIP 80815 ,353.09823582,15.79597416,4.79,247.55199128,-25.11515935,50
1256,HIP 1168  ,111.3034524,-41.83181191,4.79,3.65045047,20.2066972,41
1257,HIP 99824 ,65.18762064,-5.1705234,4.79,303.81621226,25.59196924,79
1258,HIP 22678 ,167.25530628,-4.64689834,4.79,73.15833005,36.70319636,45
1259,HIP 109908,358.65121274,-55.16429598,4.79,333.90368669,-41.34675029,22
1260,HIP 77655 ,57.0183521,51.04127609,4.79,237.80807231,35.65822638,49
1261,HIP 45856 ,281.05965993,-8.84964002,4.79,140.23679302,-62.40463293,46
1262,HIP 64661 ,305.17763648,-5.1267032,4.79,198.81249082,-67.8945633,81
1263,HIP 15197 ,191.57877611,-51.30845884,4.8,48.95844499,-8.8198405,47
1264,HIP 45493 ,163.08308153,42.6646252,4.8,139.04699516,54.02171207,77
1265,HIP 45811 ,241.0844043,27.10830431,4.8,140.12094162,-9.55562948,72
1266,HIP 99639 ,82.7075478,6.86481088,4.8,303.32517496,46.81567038,28
1267,HIP 52502 ,289.5037534,-4.46020607,4.8,161.02890478,-63.9611007,37
1268,HIP 45038 ,146.87581387,38.11299094,4.8,137.59802574,67.13423886,26
1269,HIP 84573 ,56.40495129,33.13671041,4.8,259.33154372,33.10011419,86
1270,HIP 112051,91.71068277,-25.58876615,4.8,340.43920724,29.3076892,76
1271,HIP 61394 ,262.13993145,84.13665095,4.8,188.71299083,22.62918961,30
1272,HIP 69879 ,62.73209959,69.76141907,4.8,214.49923373,35.50947085,12
1273,HIP 79881 ,348.55582986,15.40818312,4.8,244.57467023,-28.61377598,50
1274,HIP 73568 ,36.25174911,60.66055199,4.8,225.52713391,25.00825646,49
1275,HIP 20542 ,178.28814045,-21.85974683,4.8,66.02372401,17.44421161,67
1276,HIP 103089,84.90352663,-0.19351109,4.8,313.31143866,44.38726652,28
1277,HIP 71995 ,38.00222987,65.06169052,4.8,220.85571623,26.52789077,27
1278,HIP 64022 ,41.92298473,86.47063198,4.8,196.79461606,27.62490672,30
1279,HIP 69112 ,117.67259867,38.77928934,4.8,212.21253759,77.54743312,83
1280,HIP 23364 ,206.59365241,-27.68913501,4.8,75.35977051,-7.17397802,0
1281,HIP 105382,1.18677989,-44.95062395,4.8,320.18993153,-40.80950852,22
1282,HIP 110672,66.0066696,-44.73940754,4.8,336.31921857,1.37739245,59
1283,HIP 31832 ,172.8861993,15.86306343,4.8,99.83261264,42.48901214,20
1284,HIP 4151  ,123.12920975,-1.74756568,4.8,13.26783051,61.12355735,14
1285,HIP 20354 ,156.08033501,-2.40453647,4.8,65.38811942,46.4989629,45
1286,HIP 3300  ,121.40684773,-12.33144969,4.8,10.51618425,50.51254151,14
1287,HIP 55687 ,271.03949081,46.56565151,4.81,171.15252245,-10.85938276,17
1288,HIP 70755 ,345.21831175,52.51289854,4.81,217.05091806,-2.22795009,61
1289,HIP 39138 ,276.5460052,-16.91825431,4.81,120.08320513,-63.56750271,68
1290,HIP 28237 ,183.96548822,0.83884559,4.81,89.49857371,25.95391597,20
1291,HIP 24010 ,186.73643138,-14.21466564,4.81,77.42483084,15.59727157,38
1292,HIP 24659 ,238.51034334,-33.49029951,4.81,79.37093064,-34.89438961,70
1293,HIP 90289 ,11.73608475,-3.74636838,4.81,276.33764809,-20.54160918,63
1294,HIP 101867,64.59461256,-12.05414682,4.81,309.63038481,21.20117964,65
1295,HIP 47029 ,182.82492505,47.70533883,4.81,143.76605199,39.62144313,77
1296,HIP 24372 ,277.64237493,-34.26214565,4.81,78.43927858,-67.18534976,42
1297,HIP 102724,85.75353026,1.49003052,4.81,312.23455583,46.11414081,28
1298,HIP 51459 ,154.29131453,51.70285835,4.82,157.65735143,55.98061759,84
1299,HIP 80179 ,14.78394554,33.22510384,4.82,245.51850007,1.02892219,18
1300,HIP 36773 ,230.66692047,2.52109548,4.82,113.44986614,-14.52390109,66
1301,HIP 69226 ,30.82241866,72.17621792,4.82,212.59978522,25.09182293,27
1302,HIP 78554 ,38.13736471,46.78052056,4.82,240.57370453,22.80439543,49
1303,HIP 110386,75.26697385,-36.43419786,4.82,335.37946377,12.20517262,59
1304,HIP 60710 ,298.98020294,11.22992033,4.82,186.63245078,-51.4506115,58
1305,HIP 116901,59.40053178,-71.43582863,4.82,355.44082263,-17.81653327,15
1306,HIP 82321 ,71.60617695,39.96030924,4.82,252.3091638,45.9834478,86
1307,HIP 9095  ,274.84136829,-65.99875393,4.82,29.29163705,-47.38529869,11
1308,HIP 50799 ,275.24705837,13.06873469,4.82,155.58169175,-41.65010791,57
1309,HIP 31827 ,224.26422924,-9.04456454,4.82,99.81965168,-14.14574673,66
1310,HIP 115022,107.52749709,-11.03378999,4.82,349.43590129,49.01528336,29
1311,HIP 111123,52.49300424,-53.05036899,4.82,337.66172918,-10.67788619,15
1312,HIP 66458 ,78.96807687,76.60949015,4.82,204.36540378,36.29484073,12
1313,HIP 24340 ,168.35356459,-0.29588751,4.82,78.35721486,38.48467394,45
1314,HIP 104019,28.05101457,-37.86027925,4.82,316.10135259,-19.85493122,53
1315,HIP 83262 ,15.5796431,22.18249445,4.82,255.26510631,-4.22245426,33
1316,HIP 92782 ,102.14998843,25.35475205,4.82,283.59902616,71.29708956,25
1317,HIP 90344 ,95.41922518,27.12576366,4.82,276.49578299,65.56354628,25
1318,HIP 33092 ,231.3028884,-8.62350552,4.82,103.38712732,-20.22426366,66
1319,HIP 12876 ,287.75438614,-46.00440116,4.83,41.38555249,-67.616724,75
1320,HIP 93026 ,28.35996894,-3.90857662,4.83,284.26514217,-5.84621426,31
1321,HIP 4292  ,123.39239668,-3.89576445,4.83,13.75080422,58.97279657,14
1322,HIP 40945 ,252.13167058,2.09689483,4.83,125.34597645,-33.05437199,6
1323,HIP 42726 ,270.60022415,-6.66201755,4.83,130.6058767,-53.11404062,68
1324,HIP 92088 ,56.50494337,12.89846734,4.83,281.51861708,26.66207055,64
1325,HIP 63724 ,304.95195157,13.29697781,4.83,195.88894965,-49.52723627,58
1326,HIP 35210 ,236.49853596,-5.21391032,4.83,109.153487,-23.31560155,66
1327,HIP 73695 ,80.36871371,57.06506676,4.83,225.94867417,47.65401409,12
1328,HIP 74449 ,327.82854268,11.42941147,4.83,228.20668641,-44.50035965,2
1329,HIP 6813  ,129.56552073,-16.99784432,4.83,21.9128547,45.40695287,14
1330,HIP 34495 ,250.69210082,-13.82664813,4.83,107.21281817,-39.65567374,23
1331,HIP 93174 ,359.54288935,-17.31715862,4.83,284.68114151,-37.10708855,16
1332,HIP 83574 ,350.82870938,4.28505037,4.83,256.20562945,-34.12292247,19
1333,HIP 80704 ,66.15805747,43.71468417,4.83,247.1605205,41.88169065,86
1334,HIP 12390 ,187.19508445,-60.41382277,4.83,39.89054885,-11.87158159,34
1335,HIP 82020 ,85.67577977,39.52972601,4.84,251.3241238,56.78168723,21
1336,HIP 53807 ,249.68587399,54.59242026,4.84,165.14016441,3.61753351,73
1337,HIP 19740 ,183.59589697,-28.93569283,4.84,63.48496228,9.26389844,67
1338,HIP 81008 ,27.4597059,35.97386741,4.84,248.15165942,11.48823391,18
1339,HIP 57328 ,260.18208332,65.47988737,4.84,176.32085333,8.25817475,73
1340,HIP 37297 ,252.13784415,-7.89788099,4.84,114.86397492,-38.3080602,23
1341,HIP 70027 ,9.59407078,66.86396812,4.84,214.93883677,16.30680118,27
1342,HIP 112374,335.59958624,-54.90027889,4.84,341.4077169,-53.50016316,22
1343,HIP 42134 ,273.97137325,-10.38420082,4.84,128.83186765,-58.0092947,68
1344,HIP 26777 ,190.09287102,-7.3134586,4.84,85.32381426,16.53418318,38
1345,HIP 112203,355.99353279,-60.19845884,4.84,340.87486957,-41.41411843,22
1346,HIP 10644 ,142.44003175,-25.38341228,4.84,34.26007346,34.22482985,60
1347,HIP 81660 ,95.57227158,38.15515449,4.84,250.22966425,64.58908555,21
1348,HIP 98353 ,15.2285666,-25.66793268,4.84,299.7382347,-26.19582739,4
1349,HIP 114104,109.94766188,-0.78335736,4.84,346.65337433,59.41976474,29
1350,HIP 7007  ,140.0797693,-55.4325919,4.84,22.54559597,6.14393314,8
1351,HIP 15457 ,178.22288459,-43.07279037,4.84,49.83974536,3.36997055,8
1352,HIP 10340 ,138.04271268,-16.22724046,4.84,33.30558667,44.23168903,60
1353,HIP 74837 ,318.34669455,-5.20377205,4.85,229.41203255,-63.61048662,43
1354,HIP 87846 ,347.76211599,-9.69308174,4.85,269.19760682,-44.34219871,16
1355,HIP 93148 ,343.5737414,-22.35277604,4.85,284.61564682,-52.93860748,71
1356,HIP 49712 ,279.1499569,3.39562308,4.85,152.23439032,-51.81126187,46
1357,HIP 64408 ,307.42050986,24.88883614,4.85,198.01444495,-37.80313606,52
1358,HIP 36431 ,237.67042009,-2.38874766,4.85,112.4642256,-23.02429924,66
1359,HIP 14862 ,132.11455932,14.08409984,4.85,47.98432711,74.39386878,35
1360,HIP 15416 ,154.63361708,-19.42819341,4.85,49.68259978,34.2226737,5
1361,HIP 89918 ,32.46230438,8.33828794,4.85,275.21692548,3.37714467,33
1362,HIP 32438 ,156.30501709,22.48140256,4.86,101.55896951,59.44169108,48
1363,HIP 71832 ,2.05054399,57.75762009,4.86,220.4114855,8.16175611,27
1364,HIP 109068,65.36841103,-38.63651757,4.86,331.4195499,5.05828453,59
1365,HIP 64820 ,305.47431368,-4.03901488,4.86,199.30431246,-66.78342263,81
1366,HIP 101773,334.82913173,-36.18471748,4.86,309.39683225,-61.52974415,32
1367,HIP 94643 ,12.42247354,-16.20341904,4.86,288.88498822,-25.25660677,4
1368,HIP 81122 ,339.37969123,2.51261146,4.86,248.52091772,-44.04530868,19
1369,HIP 81497 ,75.60773971,41.5826098,4.86,249.68703338,48.92827739,86
1370,HIP 2210  ,342.36104112,-82.22947851,4.86,6.98213606,-33.0070446,40
1371,HIP 80181 ,50.77440812,44.21030597,4.86,245.52454222,30.89173424,49
1372,HIP 91918 ,359.80252275,-14.07894806,4.86,281.08066463,-35.64192109,16
1373,HIP 51808 ,133.12411512,38.59256259,4.86,158.77328496,75.71298403,26
1374,HIP 42483 ,251.58759066,7.31399215,4.86,129.92704475,-29.56086189,6
1375,HIP 85829 ,83.01918905,33.12199096,4.86,263.06616249,55.17280674,25
1376,HIP 92761 ,12.74345886,-10.72402694,4.86,283.54239695,-22.7448202,63
1377,HIP 15382 ,213.25824439,-56.45998543,4.86,49.59206509,-22.51114978,34
1378,HIP 70327 ,356.55841186,61.33259571,4.86,215.84475026,8.44664037,27
1379,HIP 86736 ,5.93486709,4.20620663,4.86,265.85772897,-21.68308566,63
1380,HIP 19777 ,203.57809577,-39.45084885,4.87,63.59872149,-10.2558889,47
1381,HIP 12093 ,164.4783423,-48.67036134,4.87,38.9687042,5.59330163,8
1382,HIP 15110 ,162.38404196,-30.62318566,4.87,48.72547816,21.04462873,5
1383,HIP 43825 ,252.25055033,11.20614105,4.87,133.8813149,-27.68162589,6
1384,HIP 34899 ,256.2580167,-15.30254414,4.87,108.30571289,-45.18252474,23
1385,HIP 6411  ,128.58344379,-17.00362207,4.87,20.58497087,45.5287566,14
1386,HIP 48559 ,260.311449,21.92181219,4.87,148.55182725,-25.93248205,72
1387,HIP 52736 ,289.96605079,-4.69475987,4.87,161.71351737,-64.38349702,37
1388,HIP 97290 ,20.64946111,-20.6698788,4.87,296.59091351,-19.76089482,4
1389,HIP 42662 ,240.62715586,15.71387557,4.87,130.43055822,-15.94314865,24
1390,HIP 51979 ,269.63787676,26.64658634,4.87,159.30749487,-27.41268661,57
1391,HIP 106551,86.01111457,-9.85460053,4.87,323.69365589,38.53382684,7
1392,HIP 58484 ,300.20887092,-15.62488441,4.88,179.90704708,-78.22181833,10
1393,HIP 25539 ,183.7528449,-7.17144857,4.88,81.9086835,21.93698219,38
1394,HIP 82860 ,95.67828249,36.46326452,4.88,254.00566477,65.13467204,21
1395,HIP 91845 ,24.66591702,-2.01781124,4.88,280.88016751,-8.27524299,33
1396,HIP 87936 ,350.18286395,-8.58969474,4.88,269.44919385,-41.71625842,16
1397,HIP 27468 ,184.13031692,-1.61371525,4.88,87.25399777,24.56755473,20
1398,HIP 61960 ,294.88721239,72.95818334,4.88,190.47086482,10.23584294,36
1399,HIP 35412 ,237.82439552,-5.36788115,4.88,109.66825335,-24.55870761,66
1400,HIP 96341 ,350.25353581,-26.88732768,4.88,293.80414074,-48.09911061,32
1401,HIP 63462 ,95.59853473,85.86404404,4.88,195.06868941,30.78503676,30
1402,HIP 11345 ,183.74659806,-63.34880847,4.88,36.48755111,-12.290452,34
1403,HIP 27810 ,239.36130791,-26.09432901,4.88,88.2786848,-33.8014395,44
1404,HIP 118243,115.55447575,-6.36400793,4.88,359.75220729,55.75494069,29
1405,HIP 118209,92.51205452,-63.26763815,4.88,359.66837736,-3.55580738,15
1406,HIP 94820 ,18.61092466,-14.12894381,4.88,289.40868994,-18.95288215,4
1407,HIP 117301,114.62642504,-3.17784744,4.88,356.76411116,58.65185164,29
1408,HIP 910   ,82.22909151,-75.06461772,4.89,2.81628415,-15.46732287,78
1409,HIP 27511 ,194.48820614,-7.57303832,4.89,87.38726446,12.65136584,38
1410,HIP 51523 ,283.03853246,3.65682289,4.89,157.84264509,-53.7159928,37
1411,HIP 57443 ,289.80318468,20.71007213,4.89,176.63436255,-40.50133452,57
1412,HIP 57851 ,296.73448871,-3.05356641,4.89,177.96363695,-65.20589445,10
1413,HIP 97118 ,71.75953968,6.60381706,4.89,296.06896508,37.35426967,79
1414,HIP 83613 ,32.78260947,29.21581481,4.89,256.34441753,12.74085469,18
1415,HIP 25302 ,200.95803991,-18.28918949,4.89,81.18677704,1.84644611,0
1416,HIP 37908 ,201.85733656,20.13521875,4.89,116.53122379,18.51016877,51
1417,HIP 62886 ,307.14907081,84.10154754,4.89,193.32404513,21.24502058,30
1418,HIP 37265 ,184.97241457,24.2247281,4.89,114.79148501,34.58463287,51
1419,HIP 115990,112.46568599,-2.65883597,4.89,352.50799782,58.54890978,29
1420,HIP 102831,9.88033821,-38.26370652,4.89,312.49199793,-33.7796732,4
1421,HIP 69896 ,306.43036143,-18.73117045,4.89,214.55821047,-81.00760147,43
1422,HIP 52009 ,259.96617209,38.07409671,4.89,159.38853109,-13.38445095,17
1423,HIP 85819 ,83.03244795,33.13515581,4.89,263.04340826,55.18411077,25
1424,HIP 22453 ,166.30107122,-4.56839639,4.89,72.47777728,37.48818131,45
1425,HIP 111841,96.65088935,-16.98333497,4.89,339.81532883,39.05028301,7
1426,HIP 97679 ,59.72352178,-2.06625279,4.9,297.76705681,22.61008676,79
1427,HIP 102790,353.94757017,-39.23824847,4.9,312.3705384,-46.22689249,32
1428,HIP 64583 ,305.86367507,3.63893179,4.9,198.56428372,-59.10285946,81
1429,HIP 78821 ,353.19673593,23.60112509,4.9,241.36073017,-19.80184191,50
1430,HIP 78655 ,339.11971105,10.42668656,4.9,240.85084398,-38.60247122,19
1431,HIP 3801  ,122.51283576,-11.90143771,4.9,12.20830552,50.96819154,14
1432,HIP 33485 ,171.55377834,19.87080622,4.9,104.40468738,45.09410202,48
1433,HIP 62683 ,302.75405852,28.87222144,4.9,192.67161238,-33.99926779,52
1434,HIP 26885 ,203.53525801,-14.59285827,4.9,85.61943491,1.47466498,0
1435,HIP 80686 ,319.53024613,-14.57352413,4.9,247.11583852,-70.08467012,39
1436,HIP 6670  ,157.0752837,-75.1550803,4.9,21.40503869,-14.59875437,78
1437,HIP 73473 ,348.86734163,42.51138393,4.91,225.24328191,-8.51893488,61
1438,HIP 101692,43.21148989,-24.49000023,4.91,309.18177937,-2.54991814,31
1439,HIP 52085 ,262.87555679,35.46101483,4.91,159.6458878,-16.87663687,17
1440,HIP 30093 ,211.97255002,-8.33660688,4.91,94.9983516,-2.94449028,0
1441,HIP 113186,80.78959432,-44.34092778,4.91,343.80676809,8.81609536,59
1442,HIP 111310,326.5770411,-48.29949331,4.91,338.2500526,-61.982073,87
1443,HIP 101101,41.96597591,-23.09794351,4.91,307.41232775,-2.8854763,31
1444,HIP 21139 ,195.33561724,-30.62559472,4.91,67.96945612,-0.04399115,47
1445,HIP 61966 ,301.73225977,3.16382004,4.91,190.48582,-59.68581085,81
1446,HIP 66257 ,83.32410739,76.40752704,4.91,203.69894294,37.18243871,12
1447,HIP 23835 ,183.83672143,-12.93629442,4.91,76.86115023,18.64500711,38
1448,HIP 12623 ,144.84515738,-17.91550621,4.91,40.5622035,40.19438688,60
1449,HIP 83608 ,82.29889804,37.01776545,4.91,256.3340928,54.46986308,86
1450,HIP 34752 ,178.2681773,20.46251189,4.91,107.91371845,39.32054373,51
1451,HIP 34622 ,218.848676,2.23467852,4.91,107.55700787,-4.23763568,74
1452,HIP 23362 ,220.27293729,-32.84868355,4.91,75.35649111,-20.05188078,85
1453,HIP 74604 ,335.50182336,22.1474468,4.91,228.6555245,-31.51912564,13
1454,HIP 98055 ,86.10455511,12.20898388,4.91,298.90759282,52.43902327,55
1455,HIP 81724 ,0.81883036,18.42543556,4.91,250.39331786,-17.74216462,50
1456,HIP 36547 ,131.41842574,28.17820725,4.92,112.76866761,82.41156871,48
1457,HIP 28816 ,222.86698297,-17.52848361,4.92,91.24638576,-16.48442713,85
1458,HIP 30520 ,165.35435658,16.1743843,4.92,96.22459158,49.28789903,48
1459,HIP 89861 ,49.62490226,16.39959967,4.92,275.0745983,21.9614409,1
1460,HIP 67480 ,12.24742808,75.48869052,4.92,207.42841642,21.26406422,27
1461,HIP 75379 ,352.84057601,37.33502522,4.92,231.04970889,-10.32189476,61
1462,HIP 66200 ,328.26795024,64.40995024,4.92,203.5329387,3.65902506,36
1463,HIP 90830 ,349.05573717,-15.92800212,4.92,277.93931691,-45.9147436,16
1464,HIP 88726 ,349.44735471,-10.86128817,4.92,271.70785224,-43.42496169,16
1465,HIP 72104 ,327.73482931,22.15262029,4.92,221.24664628,-35.19182069,13
1466,HIP 60697 ,210.06110633,84.43172218,4.92,186.60030726,27.26826273,30
1467,HIP 34059 ,259.90885729,-18.41047563,4.92,105.97356647,-49.58425759,23
1468,HIP 102388,68.82056909,-10.81434771,4.92,311.21884679,25.27104823,65
1469,HIP 45439 ,263.34958268,7.18878699,4.92,138.90317393,-38.56991789,6
1470,HIP 28574 ,216.95041835,-15.76576487,4.92,90.46010757,-10.59793918,85
1471,HIP 54204 ,275.68404063,29.90449404,4.92,166.33346925,-27.29359566,57
1472,HIP 9061  ,199.22121255,-74.51528993,4.92,29.16732782,-22.52671153,34
1473,HIP 92689 ,80.43075599,20.3958397,4.92,283.30642219,50.70828894,64
1474,HIP 39079 ,224.23806714,13.38618807,4.93,119.93410303,-3.67957835,24
1475,HIP 99120 ,345.55201864,-32.57046484,4.93,301.84653576,-52.88080972,32
1476,HIP 114939,69.44532489,-60.36127339,4.93,349.21229368,-7.72646619,15
1477,HIP 96483 ,31.77094309,-13.28663572,4.93,294.2227024,-7.02747069,31
1478,HIP 56986 ,294.77895735,-0.34019061,4.93,175.22355273,-62.09010401,10
1479,HIP 19990 ,174.60525964,-21.03291486,4.93,64.31535896,20.57874033,67
1480,HIP 36942 ,264.765998,-14.95748654,4.93,113.91541745,-52.53380809,23
1481,HIP 47592 ,256.69900737,21.5241739,4.93,145.56113137,-23.91620867,72
1482,HIP 43937 ,276.69566212,-8.89788464,4.93,134.24344613,-59.22935883,46
1483,HIP 102571,76.39428457,-5.6213242,4.93,311.79468503,34.37410329,28
1484,HIP 69269 ,329.16254078,42.48945622,4.93,212.71034788,-16.30200362,61
1485,HIP 62763 ,114.95158601,89.58346847,4.93,192.92469926,27.54073393,30
1486,HIP 20252 ,164.47100166,-10.95495556,4.93,65.10273351,34.56674228,5
1487,HIP 59847 ,232.89776795,81.47036821,4.93,184.08564668,23.94542332,30
1488,HIP 19515 ,246.49647992,-47.01818499,4.93,62.71013758,-41.99374121,70
1489,HIP 73996 ,36.45150556,59.47996237,4.93,226.82477948,24.86959294,49
1490,HIP 117073,105.7324093,-31.24759353,4.93,355.99765846,29.36155278,76
1491,HIP 99770 ,74.44790291,1.17151613,4.93,303.63326032,36.8061354,28
1492,HIP 99303 ,73.914813,2.04405287,4.93,302.35673642,36.83959003,28
1493,HIP 72631 ,352.07764325,48.82106331,4.93,222.75425052,-2.29884995,61
1494,HIP 23179 ,167.15029017,-2.87677617,4.93,74.81406425,37.8904824,45
1495,HIP 56280 ,282.88087581,30.50953167,4.93,173.06840611,-29.26137351,57
1496,HIP 79375 ,2.54074444,28.81210091,4.93,243.00000648,-10.06418514,50
1497,HIP 63503 ,120.30235909,60.7144708,4.93,195.18160731,56.36633134,3
1498,HIP 37609 ,158.51073559,29.52447594,4.93,115.751907,58.71048707,48
1499,HIP 35727 ,233.29435542,-2.05653634,4.94,110.55637515,-19.01658444,66
1500,HIP 48615 ,255.23740778,27.08543541,4.94,148.71765461,-19.00926985,72
1501,HIP 43347 ,265.22310014,-0.86465244,4.94,132.44853466,-45.30790977,6
1502,HIP 33357 ,258.60122902,-19.28734882,4.94,104.0666214,-48.72116448,23
1503,HIP 80650 ,101.10666389,37.86884819,4.94,246.99605488,68.76805491,21
1504,HIP 99742 ,56.24082355,-10.61373867,4.94,303.56910667,15.19746767,65
1505,HIP 93279 ,62.90550405,12.38181097,4.94,285.00342257,32.14549051,64
1506,HIP 39424 ,193.89798249,27.1408401,4.94,120.87957982,27.79441794,51
1507,HIP 109422,14.12329853,-54.81315247,4.94,332.53534803,-32.54844042,22
1508,HIP 13905 ,150.44981209,-20.77924206,4.94,44.7654574,35.18311415,60
1509,HIP 64540 ,104.83604355,76.18264869,4.94,198.42908954,40.15284766,12
1510,HIP 101138,86.0734805,5.74341634,4.94,307.51471567,48.95155039,28
1511,HIP 10280 ,142.97519714,-29.39919317,4.94,33.09301632,30.30321507,60
1512,HIP 51495 ,293.11992848,-13.08397291,4.94,157.75864399,-73.2215089,37
1513,HIP 64166 ,308.18906671,39.57388161,4.94,197.26367917,-23.11797275,52
1514,HIP 50933 ,143.54071645,45.22017243,4.94,156.03274518,65.56647366,26
1515,HIP 61384 ,125.02404432,47.0385672,4.95,188.68360523,70.02177318,3
1516,HIP 18505 ,142.27660177,7.41694842,4.95,59.3559814,63.07224944,62
1517,HIP 98608 ,337.84770815,-31.95786917,4.95,300.43634274,-59.37582804,32
1518,HIP 115738,83.91637742,-55.08238375,4.95,351.73293881,1.25583758,59
1519,HIP 29434 ,194.13438394,-1.11795748,4.95,93.01365054,16.13044684,38
1520,HIP 112917,100.97303451,-14.41023012,4.95,343.00811365,43.31236494,7
1521,HIP 79509 ,329.49332368,-2.53381746,4.95,243.36972631,-54.63041289,39
1522,HIP 3414  ,121.52034106,-15.82526758,4.95,10.8670447,47.02463657,14
1523,HIP 98068 ,73.89531872,5.19311087,4.95,298.96567172,38.48670392,28
1524,HIP 55945 ,259.89655619,58.56773893,4.95,171.98429124,2.85629071,73
1525,HIP 26736 ,205.71290295,-16.18555828,4.95,85.21131577,-1.12878569,0
1526,HIP 79822 ,109.27539824,35.32702416,4.95,244.37708768,75.75470385,21
1527,HIP 6242  ,126.70628424,-4.43006257,4.95,20.02049027,58.2316161,14
1528,HIP 117245,93.28424222,-55.59546556,4.95,356.59807048,3.48687164,59
1529,HIP 78207 ,356.38673421,28.63166118,4.95,239.54740116,-14.27931773,50
1530,HIP 115590,113.04952755,1.0843023,4.96,351.20936267,62.28283877,29
1531,HIP 67494 ,321.92624,42.57220383,4.96,207.468102,-18.13407618,52
1532,HIP 24822 ,182.5368242,-8.69711404,4.96,79.81912416,22.09669104,38
