,name,lii,bii,vmag,ra_deg,dec_deg,cluster_id
0,HIP 32349 ,227.22815779,-8.88779558,-1.44,101.28854105,-16.71314306,66
1,HIP 30438 ,261.21214468,-25.29226591,-0.62,95.98787763,-52.69571799,42
2,HIP 69673 ,15.06557465,69.11106446,-0.05,213.91811403,19.18726997,27
3,HIP 71683 ,315.74187416,-0.68433035,-0.01,219.92041034,-60.83514707,43
4,HIP 91262 ,67.44733175,19.2374773,0.03,279.23410832,38.78299311,64
5,HIP 24608 ,162.58751093,4.56687618,0.08,79.17206517,45.99902927,45
6,HIP 24436 ,209.24117611,-25.24535458,0.18,78.63446353,-8.20163919,0
7,HIP 37279 ,213.70072119,13.02207719,0.4,114.82724194,5.22750767,74
8,HIP 7588  ,290.84155953,-58.79216904,0.45,24.42813204,-57.23666007,11
9,HIP 27989 ,199.78721933,-8.95867806,0.45,88.79287161,7.40703634,38
10,HIP 68702 ,311.76704683,1.2511382,0.61,210.95601898,-60.3729784,43
11,HIP 97649 ,47.74264325,-8.90851144,0.76,297.6945086,8.86738491,31
12,HIP 60718 ,300.12665198,-0.36267855,0.77,186.64975585,-63.09905586,10
13,HIP 21421 ,180.97141589,-20.24813802,0.87,68.98000195,16.50976164,67
14,HIP 65474 ,316.11251996,50.84460823,0.98,201.2983523,-11.16124491,36
15,HIP 80763 ,351.94719252,15.06434,1.06,247.35194804,-26.43194608,50
16,HIP 37826 ,192.22971628,23.40773894,1.16,116.33068263,28.02631031,51
17,HIP 113368,20.48903611,-64.90879067,1.17,344.41177323,-29.62183701,82
18,HIP 62434 ,302.46235393,3.1796283,1.25,191.93049537,-59.68873246,81
19,HIP 102098,84.28472155,1.99754804,1.25,310.3579727,45.28033423,28
20,HIP 71681 ,315.73732398,-0.687045,1.35,219.91412833,-60.83947139,43
21,HIP 49669 ,226.42778996,48.9347352,1.36,152.09358075,11.96719513,9
22,HIP 33579 ,239.83105318,-11.32976265,1.5,104.65644451,-28.97208931,66
23,HIP 36850 ,187.44078981,22.47981947,1.58,113.65001898,31.88863645,51
24,HIP 61084 ,300.16908221,5.65038961,1.59,187.79137202,-57.11256922,58
25,HIP 85927 ,351.74442843,-2.21434091,1.62,263.40219373,-37.10374835,16
26,HIP 25336 ,196.92782005,-15.95317063,1.64,81.28278416,6.34973451,0
27,HIP 25428 ,177.99401263,-3.74521851,1.65,81.57290804,28.60787346,20
28,HIP 45238 ,285.97886395,-14.40721228,1.67,138.30100329,-69.71747245,46
29,HIP 26311 ,205.21205988,-17.24173376,1.69,84.05338572,-1.20191725,0
30,HIP 109268,349.99919071,-52.47355298,1.73,332.05781838,-46.96061593,22
31,HIP 26727 ,206.452177,-16.58517653,1.74,85.18968672,-1.94257841,0
32,HIP 39953 ,262.80257712,-7.6858206,1.75,122.38314727,-47.33661177,23
33,HIP 62956 ,122.18059881,61.16463083,1.76,193.5068041,55.95984301,3
34,HIP 15863 ,146.56856697,-5.86241597,1.79,51.08061889,49.86124281,62
35,HIP 90185 ,359.19413899,-9.80754141,1.79,276.04310967,-34.3843146,16
36,HIP 54061 ,142.8482474,51.00873373,1.81,165.93265365,61.75111888,3
37,HIP 34444 ,238.41747023,-8.26655366,1.83,107.09785853,-26.39320776,66
38,HIP 67301 ,100.6950119,65.32227337,1.85,206.8856088,49.31330288,12
39,HIP 86228 ,347.13891481,-5.97571501,1.86,264.32969072,-42.99782155,16
40,HIP 41037 ,274.28557528,-12.60094365,1.86,125.62860299,-59.50953829,68
41,HIP 28360 ,167.45690032,10.40956059,1.9,89.88237261,44.94743492,45
42,HIP 82273 ,321.53582312,-15.25874211,1.91,252.16610742,-69.02763503,39
43,HIP 31681 ,196.77345993,4.45261902,1.93,99.42792641,16.39941482,74
44,HIP 42913 ,272.07854885,-7.37079986,1.93,131.17582214,-54.70856797,68
45,HIP 100751,340.90457373,-35.19309953,1.94,306.41187347,-56.73488071,32
46,HIP 11767 ,123.28041936,26.46137562,1.97,37.94614689,89.26413805,35
47,HIP 30324 ,226.05984338,-14.26804056,1.98,95.6749475,-17.95591658,85
48,HIP 46390 ,241.4882344,29.04543028,1.99,141.8968826,-8.65868335,72
49,HIP 9884  ,144.57771274,-36.20536664,2.01,31.79285757,23.46277743,60
50,HIP 50583 ,216.55060026,54.65175187,2.01,154.99234054,19.84186032,9
51,HIP 3419  ,111.32671196,-80.68104516,2.04,10.89678452,-17.9866841,78
52,HIP 92855 ,9.55601594,-12.43506692,2.05,283.81631956,-26.29659428,63
53,HIP 68933 ,319.45530767,24.07683098,2.06,211.67218608,-36.36869575,2
54,HIP 27366 ,214.51432809,-18.49647154,2.07,86.93911641,-9.66960186,0
55,HIP 72607 ,112.64710055,40.50261112,2.07,222.67664751,74.15547596,83
56,HIP 5447  ,127.10707455,-27.10258421,2.07,17.43248991,35.62083048,41
57,HIP 112122,346.26721011,-57.95376236,2.07,340.66639531,-46.88456594,22
58,HIP 677   ,111.73192052,-32.84290208,2.07,2.09653333,29.09082805,41
59,HIP 86032 ,35.89415732,22.56851918,2.08,263.73335321,12.56057584,1
60,HIP 14576 ,148.97650677,-14.90026425,2.09,47.04220716,40.9556512,60
61,HIP 9640  ,136.96443522,-18.55893121,2.1,30.97466283,42.32984832,60
62,HIP 57632 ,250.64219114,70.80082485,2.14,177.26615977,14.57233687,73
63,HIP 4427  ,123.5768061,-2.14839956,2.15,14.17708808,60.71674966,14
64,HIP 61932 ,301.25525688,13.87957306,2.2,190.38002079,-48.95988553,58
65,HIP 45556 ,278.45921096,-7.01113459,2.21,139.27261834,-59.27526115,46
66,HIP 39429 ,255.97594752,-4.70564656,2.21,120.89612561,-40.00318846,23
67,HIP 76267 ,41.87000959,53.77266046,2.22,233.67162293,26.71491041,49
68,HIP 44816 ,265.93504287,2.8211373,2.23,136.99907126,-43.43262406,6
69,HIP 65378 ,113.11112062,61.57908764,2.23,200.98091604,54.92541525,12
70,HIP 100453,78.14858125,1.86709561,2.23,305.55708346,40.2566815,28
71,HIP 87833 ,79.05502284,29.21732422,2.24,269.15157439,51.48895101,25
72,HIP 3179  ,121.41627201,-6.30216635,2.24,10.12661349,56.53740928,14
73,HIP 25930 ,203.85591158,-17.73973734,2.25,83.00166562,-0.2990934,0
74,HIP 746   ,117.52688158,-3.27721658,2.28,2.29204036,59.15021814,14
75,HIP 66657 ,310.19195601,8.7210474,2.29,204.97196962,-53.46636269,81
76,HIP 82396 ,348.81251153,6.56014543,2.29,252.54268738,-34.29260982,19
77,HIP 78401 ,350.09700428,22.49047166,2.29,240.08338225,-22.62162024,50
78,HIP 71860 ,321.61076828,11.43658877,2.3,220.48239101,-47.38814127,2
79,HIP 71352 ,322.77410963,16.66917509,2.33,218.87688163,-42.15774562,2
80,HIP 53910 ,149.16644364,54.80399795,2.34,165.4599615,56.38234478,3
81,HIP 72105 ,39.38458015,64.78406144,2.35,221.24687869,27.07417383,27
82,HIP 107315,65.57092401,-31.4574851,2.38,326.04641808,9.87500791,65
83,HIP 86670 ,351.04380147,-4.71921668,2.39,265.62199908,-39.02992092,16
84,HIP 2081  ,320.00280675,-73.97906215,2.4,6.57028075,-42.30512197,40
85,HIP 58001 ,140.84041917,61.3847832,2.41,178.45725536,53.69473296,3
86,HIP 84012 ,6.72116938,14.0077843,2.43,257.59442659,-15.72514757,50
87,HIP 113881,95.74791152,-29.04500763,2.44,345.94305575,28.08245462,76
88,HIP 105199,100.99862529,9.17211046,2.45,319.64408982,62.58545529,56
89,HIP 35904 ,242.61653969,-6.48571652,2.45,111.02377104,-29.30311979,66
90,HIP 45941 ,275.88226639,-3.53744282,2.47,140.52845511,-55.01069531,46
91,HIP 102488,75.95018055,-5.71523129,2.48,311.55180091,33.96945334,28
92,HIP 113963,88.27968409,-40.38089907,2.49,346.1900702,15.20536786,59
93,HIP 81377 ,6.28114978,23.58773233,2.54,249.28970847,-10.5671518,50
94,HIP 14135 ,173.315816,-45.59554276,2.54,45.56991279,4.08992539,8
95,HIP 68002 ,314.06890055,14.19257201,2.55,208.88514539,-47.28826634,2
96,HIP 54872 ,224.2274334,66.82730928,2.56,168.52671705,20.52403384,73
97,HIP 78820 ,353.19291805,23.59965894,2.56,241.35931206,-19.80539286,50
98,HIP 59196 ,295.99645877,11.56832059,2.58,182.08976505,-50.72240999,58
99,HIP 25985 ,220.94711809,-25.14136329,2.58,83.18255798,-17.82229227,85
100,HIP 59803 ,290.98523003,44.50168681,2.58,183.95194937,-17.5419837,17
101,HIP 93506 ,6.84030018,-15.35356023,2.6,285.65301428,-29.88011429,63
102,HIP 74785 ,352.02237126,39.2341242,2.61,229.25196591,-9.38286694,61
103,HIP 77070 ,14.20249141,44.07919679,2.63,236.06664914,6.42551971,18
104,HIP 8903  ,142.24451389,-39.6815224,2.64,28.65978771,20.80829949,60
105,HIP 26634 ,238.80881414,-28.85728682,2.65,84.91224975,-34.07404941,44
106,HIP 28380 ,174.33817232,6.72932437,2.65,89.93015897,37.21276409,20
107,HIP 61359 ,297.87391526,39.30761233,2.65,188.59680864,-23.39662306,52
108,HIP 6686  ,127.18934835,-2.3519077,2.66,21.45251267,60.23540347,14
109,HIP 67927 ,5.2912579,73.0306844,2.68,208.6713175,18.39858742,27
110,HIP 73273 ,326.25235102,13.90919388,2.68,224.63314193,-43.13386699,2
111,HIP 61585 ,301.65582763,-6.2991076,2.69,189.29618208,-69.13553358,10
112,HIP 52727 ,283.02662046,8.57241884,2.69,161.69217542,-49.42012517,37
113,HIP 23015 ,170.58998555,-6.15950214,2.69,74.24840098,33.16613537,45
114,HIP 85696 ,351.27401061,-1.84453259,2.7,262.69099501,-37.29574016,16
115,HIP 35264 ,249.01067515,-11.27900213,2.71,109.28568399,-37.09748689,23
116,HIP 97278 ,48.726008,-7.08112651,2.72,296.56487567,10.61326869,31
117,HIP 89931 ,3.00091082,-7.15447506,2.72,275.24842337,-29.82803914,63
118,HIP 80331 ,92.58431099,40.95107272,2.73,245.99794523,61.51407536,21
119,HIP 79593 ,8.84334999,32.19672865,2.73,243.58652601,-3.69397562,18
120,HIP 61941 ,297.83742454,61.32553553,2.74,190.41667557,-1.44952231,36
121,HIP 52419 ,289.59784259,-4.90172331,2.74,160.73927802,-64.39447937,37
122,HIP 26241 ,209.52210289,-19.5834701,2.75,83.85825475,-5.90989984,0
123,HIP 65109 ,309.41960008,25.79202084,2.75,200.15027321,-36.71208109,52
124,HIP 72622 ,340.32615266,38.00827836,2.75,222.71990536,-16.04161047,61
125,HIP 86742 ,29.21305211,17.19102943,2.76,265.86823714,4.56691684,33
126,HIP 84345 ,35.53369169,27.81836823,2.78,258.66192687,14.39025314,1
127,HIP 23875 ,205.33768658,-25.31528953,2.78,76.96264146,-5.08626282,0
128,HIP 80816 ,39.00785498,40.21269735,2.78,247.55525697,21.4896485,18
129,HIP 85670 ,79.57892459,33.31021698,2.79,262.60823708,52.30135901,25
130,HIP 59747 ,298.22903192,3.79106445,2.79,183.78648733,-58.74890179,10
131,HIP 76297 ,333.19414267,11.89143052,2.8,233.78525156,-41.16669497,13
132,HIP 81693 ,52.65987014,40.28800459,2.81,250.32282132,31.60188695,86
133,HIP 25606 ,223.56100367,-27.2012386,2.81,82.06135971,-20.75923214,85
134,HIP 2021  ,304.77881629,-39.78060785,2.82,6.41334183,-77.25503511,69
135,HIP 81266 ,351.53481869,12.8081543,2.82,248.97066423,-28.21596156,50
136,HIP 90496 ,7.66073955,-6.52165636,2.82,276.99278955,-25.42124732,63
137,HIP 1067  ,109.43379673,-46.68446503,2.83,3.30895828,15.18361593,41
138,HIP 77952 ,321.84614345,-7.52320982,2.83,238.78670013,-63.42974973,39
139,HIP 39757 ,243.14852772,4.40199965,2.83,121.88625899,-24.30443677,66
140,HIP 85258 ,335.36724684,-11.01284479,2.84,261.32498828,-55.52982397,39
141,HIP 85792 ,340.75537173,-8.82716533,2.84,262.96050661,-49.87598159,16
142,HIP 18246 ,162.28910187,-16.69037758,2.84,58.53299363,31.88365776,5
143,HIP 63608 ,312.32730699,73.63459571,2.85,195.54483557,10.95910186,36
144,HIP 107556,37.60121117,-46.01243528,2.85,326.75952199,-16.12656595,53
145,HIP 17702 ,166.66813195,-23.45517061,2.85,56.87110065,24.10524193,5
146,HIP 9236  ,289.44677637,-53.76025797,2.86,29.69113269,-61.56992444,11
147,HIP 97165 ,78.70939084,10.2430613,2.86,296.24350878,45.13069195,28
148,HIP 110130,330.22135161,-47.96329928,2.87,334.62574257,-60.25949486,87
149,HIP 30343 ,189.72627568,4.16915236,2.87,95.73996302,22.51385027,20
150,HIP 74946 ,315.711964,-9.54966579,2.87,229.72787007,-68.67946723,43
151,HIP 94141 ,15.88580992,-13.29366218,2.88,287.44097404,-21.02352534,63
152,HIP 13847 ,247.85566961,-60.73616323,2.88,44.5654818,-40.30473491,80
153,HIP 36188 ,209.51989488,11.67866227,2.89,111.78780121,8.28940893,74
154,HIP 63125 ,118.30202608,78.76868634,2.89,194.00767051,38.31824617,30
155,HIP 78265 ,347.21483667,20.23049172,2.89,239.71300283,-26.1140428,50
156,HIP 106278,48.02283132,-37.87902309,2.9,322.88966951,-5.57115593,53
157,HIP 80112 ,351.31304488,16.99893412,2.9,245.29717718,-25.59275259,50
158,HIP 18532 ,157.35372452,-10.08843684,2.9,59.46342138,40.01027315,5
159,HIP 14328 ,142.06746228,-4.33680662,2.91,46.19912598,53.50645031,62
160,HIP 48002 ,285.03846849,-8.8196633,2.92,146.7755734,-65.07201888,46
161,HIP 112158,92.49578339,-24.95339587,2.93,340.75053573,30.22130866,76
162,HIP 60965 ,295.47285052,46.0440012,2.94,187.4665965,-16.51509397,52
163,HIP 32768 ,260.16303293,-20.86262519,2.94,102.48390349,-50.61439973,23
164,HIP 109074,59.92873217,-42.0659597,2.95,331.44593869,-0.31982656,59
165,HIP 18543 ,205.16167606,-44.47279343,2.97,59.50720862,-13.50824471,47
166,HIP 47908 ,206.81690397,48.20453907,2.97,146.4629267,23.77427792,9
167,HIP 26451 ,185.68632872,-5.63602296,2.97,84.41118447,21.14259299,38
168,HIP 88635 ,0.91903113,-4.53795069,2.98,271.45218586,-30.42365007,63
169,HIP 93747 ,46.85455444,3.24549791,2.99,286.3525518,13.86370983,79
170,HIP 87073 ,350.60844349,-6.12636567,2.99,266.89617137,-40.12698197,16
171,HIP 64962 ,311.09835079,39.26414738,2.99,199.7302224,-23.17141246,52
172,HIP 82514 ,346.1152507,3.91397615,3.0,252.96766195,-38.04732717,19
173,HIP 108085,6.10679953,-51.47236381,3.0,328.48189202,-37.3648229,22
174,HIP 10064 ,140.54756484,-25.19846521,3.0,32.38550383,34.98739204,60
175,HIP 75097 ,108.46332607,40.83717998,3.0,230.1822884,71.83397308,83
176,HIP 54539 ,165.80342555,63.23053938,3.0,167.41608092,44.49855337,84
177,HIP 17358 ,150.28329374,-5.76839235,3.01,55.7311754,47.7876533,62
178,HIP 30122 ,237.52198647,-19.43361112,3.02,95.07827982,-30.06337656,44
179,HIP 33977 ,235.55463205,-8.22799696,3.02,105.75613986,-23.83330131,66
180,HIP 59316 ,290.59039971,39.25988743,3.02,182.53135773,-22.61979211,17
181,HIP 23416 ,162.78826566,1.17855219,3.03,75.49222507,43.82331397,45
182,HIP 62322 ,302.44925153,-5.2411782,3.04,191.57029013,-68.10809405,81
183,HIP 71075 ,67.26213493,66.17227301,3.04,218.01982421,38.30788348,12
184,HIP 95947 ,62.10965241,4.57150236,3.05,292.68035529,27.9596948,79
185,HIP 100345,29.14964384,-26.37000308,3.05,305.25269347,-14.78140119,4
186,HIP 32246 ,189.53600325,9.62908536,3.06,100.98304088,25.13115531,20
187,HIP 50801 ,177.90326953,56.36052021,3.06,155.58251355,41.4994335,84
188,HIP 94376 ,98.65564794,22.99452702,3.07,288.13814581,67.66131695,55
189,HIP 89642 ,356.43350709,-9.67721185,3.1,274.4072049,-36.76128103,16
190,HIP 52943 ,265.05236912,37.56017617,3.11,162.40596699,-16.19413208,17
191,HIP 43813 ,222.3429811,30.19875873,3.11,133.84868687,5.9455277,54
192,HIP 56561 ,294.47279484,-1.39732291,3.11,173.94553448,-63.01982488,10
193,HIP 101772,352.56663454,-37.20827271,3.11,309.39162365,-47.29166239,32
194,HIP 83081 ,332.80121104,-8.2048596,3.12,254.65512817,-55.99005508,39
195,HIP 84379 ,46.82452037,31.42335162,3.12,258.75801735,24.83958739,1
196,HIP 27628 ,241.3428057,-27.05765643,3.12,87.7398034,-35.76929225,44
197,HIP 44127 ,171.51161468,40.83717718,3.12,134.80349479,48.04234956,77
198,HIP 73334 ,326.87204235,14.75373282,3.13,224.79041254,-42.10414199,2
199,HIP 45860 ,190.23539503,44.72282798,3.14,140.26441169,34.39252592,77
200,HIP 46701 ,278.20871938,-4.10775897,3.16,142.80564072,-57.0343916,46
201,HIP 84380 ,60.66073086,34.34220438,3.16,258.76189282,36.80915527,86
202,HIP 46853 ,165.45973606,45.65179599,3.17,143.21802191,51.67860208,77
203,HIP 83895 ,96.00976276,35.04034028,3.17,257.19677111,65.71463676,21
204,HIP 31685 ,251.93530167,-20.53714427,3.17,99.44029869,-43.19592394,44
205,HIP 92041 ,7.99622786,-10.77433285,3.17,281.41397083,-26.9907794,63
206,HIP 23767 ,165.35359998,0.27170434,3.18,76.62862102,41.23464074,45
207,HIP 71908 ,314.33552317,-4.5914029,3.18,220.62785433,-64.97456957,43
208,HIP 83000 ,28.36537796,29.50410726,3.19,254.41779418,9.37505626,18
209,HIP 22449 ,191.45137175,-23.06576066,3.19,72.45890935,6.96124744,67
210,HIP 87261 ,353.5025796,-4.93978974,3.19,267.4643802,-37.04337105,16
211,HIP 23685 ,223.24640412,-32.73115373,3.19,76.36521705,-22.37085673,85
212,HIP 104732,76.75391978,-12.4521454,3.21,318.23408977,30.22708128,28
213,HIP 116727,118.99220451,15.3150878,3.21,354.83742516,77.63196681,29
214,HIP 75141 ,331.32197189,13.8163317,3.22,230.34306833,-40.64745946,13
215,HIP 79882 ,8.56565208,30.80992028,3.23,244.58016994,-4.69260809,18
216,HIP 89962 ,26.89751109,5.36170717,3.23,275.32883578,-2.897122,33
217,HIP 106032,107.53916335,14.02611814,3.23,322.16489595,70.56069481,56
218,HIP 99473 ,41.5795722,-18.08410888,3.24,302.82610327,-0.82147569,31
219,HIP 32607 ,271.91934225,-24.09940666,3.24,102.04807134,-61.94197988,42
220,HIP 73714 ,337.22263373,28.61771551,3.25,226.01775793,-25.28185602,13
221,HIP 36377 ,255.73640375,-11.91201984,3.25,112.3078263,-43.30189129,23
222,HIP 93194 ,63.31835891,12.81151875,3.25,284.73593568,32.68955312,64
223,HIP 68895 ,323.00090162,33.25275777,3.25,211.59278733,-26.68201883,52
224,HIP 17678 ,289.12972216,-37.79808639,3.26,56.80929799,-74.23924251,75
225,HIP 3092  ,119.86910902,-31.9384874,3.27,9.83165567,30.86122579,41
226,HIP 84970 ,0.46446117,6.55236915,3.27,260.50243371,-24.99948797,63
227,HIP 113136,49.57918364,-60.6683288,3.27,343.6626635,-15.82075994,15
228,HIP 24305 ,217.25042892,-28.90659963,3.29,78.2328046,-16.20542901,85
229,HIP 75458 ,93.97099152,48.62778432,3.29,231.2324337,58.96602354,83
230,HIP 50099 ,290.16387797,-11.17955412,3.29,153.43449551,-70.03792169,37
231,HIP 51576 ,287.18013918,-3.15390239,3.3,158.0061825,-61.68536031,37
232,HIP 21281 ,263.83262373,-41.41551625,3.3,68.49882684,-55.04500559,75
233,HIP 29655 ,188.85328082,2.51863792,3.31,93.71956952,22.50682376,20
234,HIP 85267 ,334.64473602,-11.47855182,3.31,261.34858274,-56.37768824,39
235,HIP 88048 ,18.1682184,6.97451092,3.32,269.75665662,-9.77334973,33
236,HIP 59774 ,132.56710011,59.41686995,3.32,183.85603795,57.03259792,3
237,HIP 93864 ,9.33455941,-15.36839647,3.32,286.73517629,-27.66981416,63
238,HIP 14354 ,149.5977054,-17.0089724,3.32,46.29373754,38.84053298,60
239,HIP 84143 ,344.36500882,-2.30332346,3.32,258.038233,-43.23849039,19
240,HIP 5165  ,295.50567145,-70.197992,3.32,16.52127713,-46.71849042,40
241,HIP 54879 ,235.37200326,64.58518425,3.33,168.56017036,15.4297631,73
242,HIP 19780 ,274.31438926,-41.65348671,3.33,63.60596306,-62.47397888,75
243,HIP 38170 ,241.4550316,0.57308563,3.34,117.32357809,-24.85978401,66
244,HIP 41704 ,155.97603001,35.4271296,3.35,127.56679232,60.7184311,26
245,HIP 32362 ,200.73906577,4.50238902,3.35,101.3226398,12.89605513,74
246,HIP 25281 ,204.86572422,-20.39158143,3.35,81.11923774,-2.39713844,0
247,HIP 8886  ,129.84499694,1.64659766,3.35,28.59868107,63.67014686,35
248,HIP 95501 ,39.61829573,-6.13097599,3.36,291.37396941,3.11457923,31
249,HIP 75264 ,329.22799194,10.32277036,3.37,230.67036465,-44.68957314,2
250,HIP 43109 ,220.71847617,28.52332303,3.38,131.6943593,6.41890691,54
251,HIP 66249 ,325.2471513,60.38803866,3.38,203.673978,-0.59593821,36
252,HIP 109492,103.06241553,1.6653087,3.39,332.71359131,58.20124992,56
253,HIP 50371 ,285.48155015,-3.80509873,3.39,154.27085535,-61.33231977,37
254,HIP 26207 ,195.05188402,-11.99505928,3.39,83.78449043,9.93416294,38
255,HIP 63090 ,305.51649679,66.248418,3.39,193.90201366,3.39759862,36
256,HIP 20894 ,180.34731632,-22.0105939,3.4,67.16531219,15.8709468,67
257,HIP 74395 ,323.75921768,4.98388552,3.41,228.07167982,-52.09907465,2
258,HIP 18724 ,178.37174076,-29.37561569,3.41,60.17008591,12.49037571,67
259,HIP 112029,78.85855035,-40.66199564,3.41,340.36531181,10.83139111,59
260,HIP 67464 ,314.41391981,19.88583195,3.41,207.3762392,-41.68765971,2
261,HIP 102422,97.86655138,11.64250386,3.41,311.32195263,61.83679404,55
262,HIP 6867  ,280.52616126,-72.16782225,3.41,22.0914236,-43.31772906,40
263,HIP 102395,328.96247068,-36.00866061,3.42,311.2398153,-66.20323826,32
264,HIP 8796  ,138.64220913,-31.40485175,3.42,28.27041595,29.57939727,60
265,HIP 86974 ,52.44075584,25.62609808,3.42,266.61549553,27.72249917,1
266,HIP 78384 ,338.77399743,11.00898576,3.42,240.03058543,-38.39664079,19
267,HIP 93805 ,30.25975402,-5.51329111,3.43,286.56229139,-4.88233456,31
268,HIP 50335 ,210.22770707,54.95492488,3.43,154.17251805,23.4173284,9
269,HIP 45080 ,277.69070324,-7.37264363,3.43,137.74210535,-58.96693014,46
270,HIP 50372 ,175.8710235,55.08340819,3.45,154.27469564,42.91446855,84
271,HIP 5364  ,137.15901752,-72.57827284,3.46,17.14693197,-10.181928,78
272,HIP 38827 ,266.67722372,-12.32022537,3.46,119.19475729,-52.98240062,23
273,HIP 74666 ,53.11295156,58.4314306,3.46,228.87543241,33.31510222,49
274,HIP 3821  ,122.61739016,-5.0537641,3.46,12.27125262,57.8165477,14
275,HIP 12706 ,168.91925239,-49.38190374,3.47,40.82551897,3.23617162,8
276,HIP 67472 ,314.23777343,19.11726359,3.47,207.40419934,-42.47368506,2
277,HIP 49583 ,219.53006003,50.75006779,3.48,151.83313948,16.76266572,9
278,HIP 81833 ,62.28128068,40.90363458,3.48,250.72391068,38.92246103,86
279,HIP 55219 ,190.72722574,69.08112007,3.49,169.61981385,33.09423881,84
280,HIP 112623,338.30530862,-56.52637313,3.49,342.13832136,-51.31670354,22
281,HIP 90422 ,348.66536407,-15.1843817,3.49,276.74345947,-45.96832919,16
282,HIP 8102  ,173.11616615,-73.43821345,3.49,26.02136441,-15.93955597,34
283,HIP 73555 ,67.61907956,60.03861763,3.49,225.48663804,40.39063671,49
284,HIP 33856 ,239.16886501,-10.27378326,3.49,105.42979876,-27.93484165,66
285,HIP 35550 ,195.98490114,15.88514465,3.5,110.0307889,21.98233941,51
286,HIP 32759 ,242.35521856,-14.49444901,3.5,102.46027285,-32.50848752,44
287,HIP 112724,111.0654251,6.17521993,3.5,342.42046735,66.20071089,56
288,HIP 112748,90.67930223,-30.55781798,3.51,342.5004181,24.60168486,76
289,HIP 98337 ,57.96667118,-5.20711649,3.51,299.68911516,19.49209287,79
290,HIP 17378 ,198.08966301,-45.99649677,3.52,55.81231706,-9.76519868,47
291,HIP 48774 ,279.34615917,0.10516914,3.52,149.2156452,-54.5677973,46
292,HIP 47508 ,224.600289,42.05610196,3.52,145.28799116,9.89239902,9
293,HIP 93085 ,14.60992249,-10.77732916,3.52,284.43241556,-21.10662433,63
294,HIP 92420 ,63.18761016,14.78346992,3.52,282.51997462,33.36267788,64
295,HIP 109427,67.41631899,-38.71652752,3.52,332.54924902,6.197789,59
296,HIP 40526 ,214.25310515,23.04773293,3.53,124.12895101,9.18566295,54
297,HIP 20889 ,177.59612001,-19.92379903,3.53,67.15388879,19.18052092,67
298,HIP 77516 ,4.5931536,37.29126406,3.54,237.40527375,-3.43014112,18
299,HIP 56343 ,284.07511945,28.12609318,3.54,173.25107936,-31.85752405,57
300,HIP 86263 ,10.60602901,8.66479132,3.54,264.39677181,-15.39840835,33
301,HIP 27288 ,219.39930993,-20.8264473,3.55,86.73895728,-14.82194717,85
302,HIP 99240 ,329.77093329,-32.41381176,3.55,302.17441713,-66.17932101,32
303,HIP 69996 ,318.47578639,14.14189157,3.55,214.85096972,-46.05808391,2
304,HIP 20042 ,234.67491171,-45.47125589,3.55,64.47341068,-33.79833145,70
305,HIP 89937 ,103.4572651,28.05836898,3.55,275.25974572,72.73369763,25
306,HIP 1562  ,98.97971088,-70.1926277,3.56,4.85701265,-8.82382948,78
307,HIP 10602 ,275.35212993,-60.81838559,3.56,34.12708452,-51.51211145,11
308,HIP 55282 ,272.06857984,42.50671982,3.56,169.83551103,-14.77904358,17
309,HIP 82545 ,346.19656441,3.86199008,3.56,253.08397295,-38.01747781,19
310,HIP 71053 ,47.29531193,67.804347,3.57,217.95774098,30.37114497,27
311,HIP 44471 ,172.62726046,41.63325211,3.57,135.90649494,47.15665934,77
312,HIP 75177 ,333.96020046,17.3930435,3.57,230.45181856,-36.26116729,13
313,HIP 37740 ,195.84788327,21.9723135,3.57,116.11195237,24.39812929,51
314,HIP 35350 ,200.91671346,13.2275965,3.58,109.52336162,16.54047526,74
315,HIP 100064,31.09678614,-24.80973995,3.58,304.5134103,-12.54485877,31
316,HIP 57757 ,270.5203781,60.75562332,3.59,177.67202553,1.76537705,73
317,HIP 60260 ,299.22351657,2.25365374,3.59,185.34088036,-60.40136988,10
318,HIP 7607  ,130.81431893,-13.52946681,3.59,24.49792651,48.62848641,14
319,HIP 27072 ,226.79510851,-24.27211733,3.59,86.11656241,-22.44748663,85
320,HIP 24674 ,208.27714376,-23.9599015,3.59,79.40166225,-6.84438616,0
321,HIP 6537  ,146.59332177,-69.54357256,3.6,21.00604671,-8.18275372,78
322,HIP 85727 ,331.27027129,-14.35566553,3.6,262.77490395,-60.68360667,39
323,HIP 46651 ,266.77682478,7.90998873,3.6,142.67547063,-40.46688763,6
324,HIP 42536 ,270.2508158,-6.80020302,3.6,130.07337168,-52.92197259,68
325,HIP 33018 ,182.10510227,15.01545517,3.6,103.1972503,33.96136985,20
326,HIP 76470 ,341.88498872,21.94505547,3.6,234.25607748,-28.13507099,13
327,HIP 49841 ,253.00498689,34.49642408,3.61,152.64748785,-12.35383921,72
328,HIP 63613 ,303.79811035,-8.69525818,3.61,195.56573968,-71.54879865,81
329,HIP 86929 ,328.40124064,-17.75027053,3.61,266.43334347,-64.7237345,71
330,HIP 15900 ,174.11780853,-38.15627199,3.61,51.20349011,9.02906504,67
331,HIP 13209 ,152.97739282,-28.60596057,3.61,42.49578911,27.26079044,60
332,HIP 7097  ,137.00883866,-46.42847834,3.62,22.87080776,15.34583101,41
